evidence_id,evidence_type,quantity,value,units,meaning,engineering_use
CSV::phase2_upper_brace_sizing.csv::row8,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=12.0 ; tube_wall_mm=3.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=191.0443309640596 ; ultimate_axial_stress_MPa=286.56649644608945 ; MS_limit_yield=6.9405653773907945 ; MS_ultimate=5.497619306834392 ; buckling_method=EULER ; slenderness=64.71502289294341 ; Pcr_kN=68.29765219992771 ; MS_buckling=0.6858462883825283 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row9,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=11.5 ; tube_wall_mm=3.25 ; free_length_mm=350.0 ; limit_axial_stress_MPa=179.3375727433154 ; ultimate_axial_stress_MPa=269.0063591149731 ; MS_limit_yield=7.458907839526029 ; MS_ultimate=5.921769456030527 ; buckling_method=EULER ; slenderness=65.54304242983311 ; Pcr_kN=70.92929881006192 ; MS_buckling=0.7508053539890895 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row10,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=11.0 ; tube_wall_mm=3.5 ; free_length_mm=350.0 ; limit_axial_stress_MPa=169.39891415532378 ; ultimate_axial_stress_MPa=254.09837123298567 ; MS_limit_yield=7.955193175612953 ; MS_ultimate=6.327870662707677 ; buckling_method=EULER ; slenderness=66.36636483959681 ; Pcr_kN=73.2391786737948 ; MS_buckling=0.8078219902782025 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row11,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=10.5 ; tube_wall_mm=3.75 ; free_length_mm=350.0 ; limit_axial_stress_MPa=160.87943660131336 ; ultimate_axial_stress_MPa=241.31915490197 ; MS_limit_yield=8.429421385651569 ; MS_ultimate=6.715922926865842 ; buckling_method=EULER ; slenderness=67.1828034032115 ; Pcr_kN=75.25465463255259 ; MS_buckling=0.8575716164359173 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row12,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=10.0 ; tube_wall_mm=4.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=153.51776595326217 ; ultimate_axial_stress_MPa=230.2766489298933 ; MS_limit_yield=8.881592469641879 ; MS_ultimate=7.085926248505022 ; buckling_method=EULER ; slenderness=67.99001036500849 ; Pcr_kN=77.001873401476 ; MS_buckling=0.9006996330177952 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row13,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=9.5 ; tube_wall_mm=4.25 ; free_length_mm=350.0 ; limit_axial_stress_MPa=147.114351116709 ; ultimate_axial_stress_MPa=220.6715266750635 ; MS_limit_yield=9.31170642758388 ; MS_ultimate=7.437880627625219 ; buckling_method=EULER ; slenderness=68.78548077698653 ; Pcr_kN=78.50576556941999 ; MS_buckling=0.9378214219489032 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row14,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=9.0 ; tube_wall_mm=4.5 ; free_length_mm=350.0 ; limit_axial_stress_MPa=141.51431923263675 ; ultimate_axial_stress_MPa=212.27147884895516 ; MS_limit_yield=9.719763259477574 ; MS_ultimate=7.771786064226431 ; buckling_method=EULER ; slenderness=69.56655929999346 ; Pcr_kN=79.79004559895407 ; MS_buckling=0.96952234652382 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row15,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=8.5 ; tube_wall_mm=4.75 ; free_length_mm=350.0 ; limit_axial_stress_MPa=136.5957480577189 ; ultimate_axial_stress_MPa=204.89362208657835 ; MS_limit_yield=10.105762965322958 ; MS_ultimate=8.087642558308657 ; buckling_method=EULER ; slenderness=70.33045030246596 ; Pcr_kN=80.87721182636191 ; MS_buckling=0.9963577514066296 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row16,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=18.0 ; tube_ID_mm=8.0 ; tube_wall_mm=5.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=132.2614598981951 ; ultimate_axial_stress_MPa=198.39218984729263 ; MS_limit_yield=10.46970554512004 ; MS_ultimate=8.3854501098719 ; buckling_method=EULER ; slenderness=71.07423155935334 ; Pcr_kN=81.78854646164187 ; MS_buckling=1.01885296263093 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row17,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=18.0 ; tube_wall_mm=1.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=452.4734154411934 ; ultimate_axial_stress_MPa=678.7101231617901 ; MS_limit_yield=2.3526831593427837 ; MS_ultimate=1.743439262885635 ; buckling_method=EULER ; slenderness=52.030590237301645 ; Pcr_kN=44.61075515964895 ; MS_buckling=0.1011634160963952 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row18,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=17.5 ; tube_wall_mm=1.25 ; free_length_mm=350.0 ; limit_axial_stress_MPa=366.80511545099455 ; ultimate_axial_stress_MPa=550.2076731764919 ; MS_limit_yield=3.135711134057705 ; MS_ultimate=2.3841767223095784 ; buckling_method=EULER ; slenderness=52.68036862948144 ; Pcr_kN=53.68057432580905 ; MS_buckling=0.3250411115230605 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row19,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=17.0 ; tube_wall_mm=1.5 ; free_length_mm=350.0 ; limit_axial_stress_MPa=309.80161777955607 ; ultimate_axial_stress_MPa=464.70242666933416 ; MS_limit_yield=3.896681982724324 ; MS_ultimate=3.0068652392145427 ; buckling_method=EULER ; slenderness=53.33575224316216 ; Pcr_kN=62.00541479817514 ; MS_buckling=0.5305298942213605 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row20,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=16.5 ; tube_wall_mm=1.75 ; free_length_mm=350.0 ; limit_axial_stress_MPa=269.1818361920213 ; ultimate_axial_stress_MPa=403.772754288032 ; MS_limit_yield=4.635595705342635 ; MS_ultimate=3.611504813600521 ; buckling_method=EULER ; slenderness=53.996129497805406 ; Pcr_kN=69.62723293360081 ; MS_buckling=0.7186654069432403 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row21,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=16.0 ; tube_wall_mm=2.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=238.80541370507444 ; ultimate_axial_stress_MPa=358.20812055761166 ; MS_limit_yield=5.352452301912638 ; MS_ultimate=4.198095445467516 ; buckling_method=EULER ; slenderness=54.66081666101213 ; Pcr_kN=76.586768962654 ; MS_buckling=0.8904532738101518 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row22,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=15.5 ; tube_wall_mm=2.25 ; free_length_mm=350.0 ; limit_axial_stress_MPa=215.26121798767275 ; ultimate_axial_stress_MPa=322.8918269815091 ; MS_limit_yield=6.047251772434333 ; MS_ultimate=4.766637134815525 ; buckling_method=EULER ; slenderness=55.32905365226706 ; Pcr_kN=82.92354698961715 ; MS_buckling=1.0468691003130588 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row23,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=15.0 ; tube_wall_mm=2.5 ; free_length_mm=350.0 ; limit_axial_stress_MPa=196.5027404201755 ; ultimate_axial_stress_MPa=294.75411063026326 ; MS_limit_yield=6.719994116907721 ; MS_ultimate=5.317129881644552 ; buckling_method=EULER ; slenderness=55.99999999999999 ; Pcr_kN=88.67587499248698 ; MS_buckling=1.1888584733124317 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row24,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=14.5 ; tube_wall_mm=2.75 ; free_length_mm=350.0 ; limit_axial_stress_MPa=181.2278238394241 ; ultimate_axial_stress_MPa=271.8417357591362 ; MS_limit_yield=7.370679335332799 ; MS_ultimate=5.8495736859545895 ; buckling_method=EULER ; slenderness=56.67273103760713 ; Pcr_kN=93.88084482297452 ; MS_buckling=1.3173369610382473 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row25,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=14.0 ; tube_wall_mm=3.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=168.56852732122903 ; ultimate_axial_stress_MPa=252.85279098184355 ; MS_limit_yield=7.999307427709569 ; MS_ultimate=6.363968547745646 ; buckling_method=EULER ; slenderness=57.34623443633282 ; Pcr_kN=98.57433220650545 ; MS_buckling=1.4331901130899989 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row26,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=13.5 ; tube_wall_mm=3.25 ; free_length_mm=350.0 ; limit_axial_stress_MPa=157.92413122172547 ; ultimate_axial_stress_MPa=236.88619683258815 ; MS_limit_yield=8.605878394038035 ; MS_ultimate=6.860314467017719 ; buckling_method=EULER ; slenderness=58.01940718529537 ; Pcr_kN=102.79099674221962 ; MS_buckling=1.5372734604366811 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row27,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=13.0 ; tube_wall_mm=3.5 ; free_length_mm=350.0 ; limit_axial_stress_MPa=148.8657124395269 ; ultimate_axial_stress_MPa=223.2985686592904 ; MS_limit_yield=9.19039223431819 ; MS_ultimate=7.338611443770805 ; buckling_method=EULER ; slenderness=58.6910531410446 ; Pcr_kN=106.56428190297136 ; MS_buckling=1.6304125154168003 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row28,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=12.5 ; tube_wall_mm=3.75 ; free_length_mm=350.0 ; limit_axial_stress_MPa=141.07889055807476 ; ultimate_axial_stress_MPa=211.6183358371122 ; MS_limit_yield=9.752848948550035 ; MS_ultimate=7.798859478004907 ; buckling_method=EULER ; slenderness=59.35988128035616 ; Pcr_kN=109.92641503532931 ; MS_buckling=1.713402771738373 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_brace_sizing.csv::row29,UPPER_BRACE_OR_LINK_ROW,row,record_type=MEMBER ; effective_arm_mm=250.0 ; governing_limit_case=LC4+ ; governing_ultimate_case=LC4+ ; limit_force_kN=27.008256 ; ultimate_force_kN=40.512384 ; tube_OD_mm=20.0 ; tube_ID_mm=12.0 ; tube_wall_mm=4.0 ; free_length_mm=350.0 ; limit_axial_stress_MPa=134.32804520910437 ; ultimate_axial_stress_MPa=201.49206781365655 ; MS_limit_yield=10.29324853673358 ; MS_ultimate=8.241058569720028 ; buckling_method=EULER ; slenderness=60.0245047998781 ; Pcr_kN=112.90840735957669 ; MS_buckling=1.7870097044789237 ; pin_diameter_mm=nan ; bushing_width_mm=nan ; ultimate_pin_shear_MPa=nan ; ultimate_bearing_pressure_MPa=nan ; MS_ultimate_pin_shear=nan ; MS_ultimate_bearing=nan ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv,UPPER_BRACE_OR_LINK_SOURCE,table_schema,span_mm | bearing_width_mm | journal_diameter_mm | limit_governing_case | limit_governing_side | limit_radial_reaction_kN | limit_vm_MPa | MS_limit_yield | ultimate_governing_case | ultimate_governing_side | ultimate_radial_reaction_kN | ultimate_vm_MPa | MS_ultimate | ultimate_bearing_case | ultimate_bearing_pressure_MPa | MS_ultimate_bearing | ultimate_tau_transverse_MPa | MS_ultimate_shear | root_lever_mm | PASS,,Candidate prior source for upper moment-reaction brace/link sizing.,Could constrain the E3 load path if the source explicitly says the member connects the strut/head to the airframe.
CSV::phase2_upper_trunnion_sizing.csv::row0,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=22.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=803.0961888873339 ; MS_limit_yield=0.888939358685986 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=1204.644283331001 ; MS_ultimate=0.5456845026909718 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=185.2558572145396 ; MS_ultimate_bearing=1.2330491667587284 ; ultimate_tau_transverse_MPa=285.9091918780155 ; MS_ultimate_shear=2.760026720965824 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row1,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=24.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=620.2231672133469 ; MS_limit_yield=1.4458938011230016 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=930.33475082002 ; MS_ultimate=1.0014301286271283 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=169.817869113328 ; MS_ultimate_bearing=1.436053636464067 ; ultimate_tau_transverse_MPa=240.24314039749908 ; MS_ultimate_shear=3.474742543959328 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row2,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=26.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=489.1079829222968 ; MS_limit_yield=2.101564588940683 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=733.6619743834449 ; MS_ultimate=1.5379535331169212 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=156.75495610461044 ; MS_ultimate_bearing=1.639058106169406 ; ultimate_tau_transverse_MPa=204.7042143031945 ; MS_ultimate_shear=4.251607568952267 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row3,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=28.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=392.6366049620656 ; MS_limit_yield=2.863623464619567 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=588.9549074430981 ; MS_ultimate=2.1615323626111342 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=145.5581735257097 ; MS_ultimate_bearing=1.842062575874745 ; ultimate_tau_transverse_MPa=176.50516437367276 ; MS_ultimate_shear=5.090621795944643 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row4,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=30.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=320.06502208934234 ; MS_limit_yield=3.739661928995626 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=480.09753313401336 ; MS_ultimate=2.878378603291522 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=135.85429529066238 ; MS_ultimate_bearing=2.045067045580084 ; ultimate_tau_transverse_MPa=153.7556098543994 ; MS_ultimate_shear=5.991785224936451 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row5,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=32.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=264.4150525115118 ; MS_limit_yield=4.737192287621199 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=396.62257876726767 ; MS_ultimate=3.6946394372888047 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=127.36340183499598 ; MS_ultimate_bearing=2.248071515285423 ; ultimate_tau_transverse_MPa=135.13676647359324 ; MS_ultimate_shear=6.955097855927694 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
CSV::phase2_upper_trunnion_sizing.csv::row6,UPPER_BRACE_OR_LINK_ROW,row,span_mm=120.0 ; bearing_width_mm=20.0 ; journal_diameter_mm=34.0 ; limit_governing_case=LC5 ; limit_governing_side=LEFT ; limit_radial_reaction_kN=54.34171811626497 ; limit_vm_MPa=221.01947091853748 ; MS_limit_yield=5.863648680794871 ; ultimate_governing_case=LC5 ; ultimate_governing_side=LEFT ; ultimate_radial_reaction_kN=81.51257717439744 ; ultimate_vm_MPa=331.52920637780613 ; MS_ultimate=4.616398085537267 ; ultimate_bearing_case=LC5 ; ultimate_bearing_pressure_MPa=119.8714370211727 ; MS_ultimate_bearing=2.4510759849907617 ; ultimate_tau_transverse_MPa=119.70592462712756 ; MS_ultimate_shear=7.980559688918376 ; root_lever_mm=15.0 ; PASS=True,,Raw source row.,Use only after confirming load-path semantics from the producing script.
